id,locus_1,locus_2,locus_3,locus_4,locus_5,locus_6,locus_7,locus_8,locus_9,locus_10,locus_11,locus_12,locus_13,locus_14,locus_15
sample_3145,127,236,101,364,428,107,210,164,109,82,125,236,209,272,122
sample_3146,121,236,113,361,428,98,215,176,106,78,123,242,201,262,124
sample_3147,123,236,109,364,428,107,210,172,97,82,123,233,209,261,124
sample_3148,119,233,109,361,428,101,210,168,106,84,121,239,209,261,122
sample_3149,119,233,105,362,428,104,210,172,106,86,121,233,205,264,122
sample_3150,121,233,109,362,424,98,215,176,103,82,125,233,205,264,124
sample_3151,127,245,105,364,428,107,210,159,109,82,129,242,209,272,122
sample_3152,125,242,101,370,426,107,210,164,109,82,129,236,209,262,122
sample_3153,123,242,101,364,424,104,210,172,106,84,127,242,205,264,124
sample_3154,123,239,113,366,424,104,210,159,106,84,121,236,201,262,124
sample_3155,121,239,105,364,428,104,210,172,103,82,121,245,205,266,122
sample_3156,123,233,113,364,426,104,210,164,106,86,121,236,209,268,124
sample_3157,125,242,101,364,428,107,210,159,109,84,125,242,209,272,124
sample_3158,127,239,105,372,428,104,215,164,103,82,127,236,209,272,122
sample_3159,123,239,101,364,428,98,210,176,97,80,129,239,209,266,122
sample_3160,123,239,113,361,426,101,215,176,103,80,121,242,205,264,124
sample_3161,119,245,105,364,424,101,215,176,100,84,123,245,205,264,122
sample_3162,119,233,105,366,428,107,210,168,103,84,125,236,205,266,122
sample_3163,121,236,113,361,424,98,215,172,100,82,121,236,201,261,122
sample_3164,119,233,113,370,428,107,210,172,106,84,121,233,209,262,124
sample_3165,121,233,105,361,424,98,215,172,103,80,125,236,205,266,124
sample_3166,127,239,109,364,428,98,215,164,112,86,125,233,205,264,124
sample_3167,121,233,101,364,428,104,215,172,106,86,121,236,205,261,124
sample_3168,125,239,113,372,424,101,215,168,100,80,125,239,209,262,124
sample_3169,127,245,109,372,422,101,215,176,100,80,125,233,205,261,124
sample_3170,129,239,105,370,428,104,215,172,100,80,127,239,205,264,124
sample_3171,123,239,109,366,422,104,210,172,97,86,125,239,205,264,124
sample_3172,119,233,113,361,424,98,210,172,103,80,123,245,205,266,122
sample_3173,121,236,113,361,424,104,210,176,100,82,125,233,205,264,122
sample_3174,123,233,105,361,424,98,210,176,100,80,121,236,205,262,122
sample_3175,121,233,109,362,426,107,215,172,106,86,123,233,205,268,122
sample_3176,127,239,109,362,428,104,210,168,109,82,129,236,213,272,122
sample_3177,127,242,109,370,424,101,210,168,97,78,127,239,209,262,124
sample_3178,125,239,105,372,428,104,215,168,106,78,127,239,205,262,124
sample_3179,125,239,105,370,428,104,210,176,100,80,125,239,205,264,124
sample_3180,119,236,105,364,428,110,210,164,100,86,119,236,213,262,124
sample_3181,123,233,113,362,424,98,210,176,103,82,125,245,205,262,122
sample_3182,119,233,113,364,424,104,215,176,100,82,123,236,205,262,122
sample_3183,129,245,113,370,428,101,215,168,100,78,127,236,209,262,122
sample_3184,129,242,105,372,426,104,210,164,109,82,127,236,213,272,122
sample_3185,119,239,105,364,422,107,210,172,106,84,129,233,213,261,124
sample_3186,121,233,113,361,424,101,215,172,103,82,121,245,205,262,122
sample_3187,125,245,105,372,428,110,210,164,109,80,125,242,213,270,122
sample_3188,121,233,109,362,424,104,210,172,103,82,121,236,205,262,124
sample_3189,125,239,109,370,428,101,215,172,100,78,127,239,209,262,122
sample_3190,127,245,101,362,428,101,215,164,106,82,125,236,209,272,122
sample_3191,119,245,113,361,424,98,215,172,103,84,123,236,201,264,122
sample_3192,129,242,105,366,428,107,215,164,109,82,125,245,213,272,122
sample_3193,123,239,101,364,422,101,215,172,103,82,123,236,209,270,122
sample_3194,123,236,109,361,424,98,215,172,103,80,123,233,205,264,122
sample_3195,127,245,105,364,428,107,210,164,103,82,127,239,213,272,122
sample_3196,127,245,105,362,428,101,210,159,109,80,129,245,213,266,122
sample_3197,129,239,105,372,428,104,215,159,100,78,125,239,209,261,124
sample_3198,127,236,105,364,424,107,210,172,109,84,129,233,209,272,122
sample_3199,123,233,113,361,422,101,210,172,106,84,121,239,209,266,124
sample_3200,121,236,113,361,428,98,210,176,103,82,121,239,205,262,124
sample_3201,129,236,105,364,426,104,210,164,112,84,129,245,213,262,124
sample_3202,123,236,113,361,424,101,210,176,100,82,121,236,205,264,122
sample_3203,125,239,101,364,426,104,210,164,106,82,129,233,205,272,124
sample_3204,123,233,113,364,424,98,210,172,103,78,121,233,205,261,122
sample_3205,121,236,105,361,428,98,215,176,103,82,121,233,205,264,124
sample_3206,125,239,109,370,426,104,215,168,103,82,125,239,213,261,124
sample_3207,121,236,109,364,426,98,210,172,109,86,125,233,205,266,124
sample_3208,129,239,109,370,424,104,215,164,100,78,125,239,209,261,124
sample_3209,129,245,105,362,428,104,210,159,109,82,125,245,213,270,122
sample_3210,127,236,105,372,428,98,210,164,106,82,127,245,213,272,122
sample_3211,121,236,113,364,428,107,210,172,109,86,129,233,213,262,122
sample_3212,125,233,105,361,422,110,215,159,106,86,123,239,205,264,124
sample_3213,125,239,113,372,426,101,215,168,100,82,123,239,213,262,124
sample_3214,121,236,113,361,424,98,215,176,100,78,123,242,205,264,122
sample_3215,123,239,105,366,426,104,210,172,106,86,119,233,205,270,124
sample_3216,129,242,109,372,428,104,215,164,100,80,127,239,205,261,124
sample_3217,127,236,113,362,422,104,215,164,106,86,125,233,209,266,124
sample_3218,121,239,105,366,428,107,210,172,106,82,123,242,209,264,122
sample_3219,121,236,113,361,424,101,215,176,100,82,121,233,205,264,122
sample_3220,127,233,105,370,426,101,215,176,100,80,125,236,205,264,122
sample_3221,119,242,109,366,422,104,210,172,112,84,123,236,205,270,124
sample_3222,125,239,105,372,428,104,215,168,100,78,127,245,209,261,124
sample_3223,129,239,113,370,422,101,215,172,100,80,129,239,209,261,124
sample_3224,121,242,109,368,428,107,210,172,106,86,121,236,205,261,124
sample_3225,129,239,105,372,424,98,215,172,103,78,127,239,213,261,124
sample_3226,121,236,109,361,424,104,215,176,103,84,125,239,205,264,122
sample_3227,127,236,109,372,428,104,210,159,109,80,125,245,209,268,122
sample_3228,127,242,105,370,428,107,210,159,112,82,129,245,209,272,122
sample_3229,121,239,109,364,428,107,210,172,112,86,119,236,209,262,124
sample_3230,125,245,105,364,428,107,210,168,112,80,127,242,209,270,122
sample_3231,119,242,105,368,424,107,210,172,106,86,121,239,209,270,124
sample_3232,121,236,113,362,424,98,215,176,106,82,121,245,205,266,122
sample_3233,127,245,109,372,428,107,210,164,109,82,129,245,213,272,124
sample_3234,123,236,113,361,424,98,210,172,100,80,125,239,205,261,122
sample_3235,123,236,105,361,426,107,215,176,103,86,121,239,201,268,124
sample_3236,127,242,105,364,426,107,210,168,106,86,119,239,209,264,124
sample_3237,125,242,101,366,424,107,210,164,109,80,125,245,209,268,122
sample_3238,125,245,101,362,428,104,210,168,109,82,127,233,213,272,122
sample_3239,129,245,105,372,424,107,215,168,100,80,125,239,209,261,124
sample_3240,127,245,101,362,428,104,210,164,106,80,129,245,209,272,124
sample_3241,129,239,113,372,428,101,215,168,100,78,125,239,213,262,124
sample_3242,119,239,113,364,426,101,210,164,112,86,125,236,205,270,122
sample_3243,123,236,113,361,424,104,210,172,100,80,123,239,205,266,122
sample_3244,129,242,101,372,424,98,210,164,109,84,127,242,213,266,122
sample_3245,123,239,113,370,426,101,210,168,103,80,125,239,213,262,124
sample_3246,125,239,113,370,422,104,215,164,103,82,127,239,209,262,124
sample_3247,125,236,101,364,426,104,210,172,109,80,125,239,209,264,124
sample_3248,121,239,113,361,424,104,215,172,103,82,121,242,201,261,122
sample_3249,127,242,105,364,428,98,210,164,109,82,127,233,209,262,122
sample_3250,123,233,113,361,424,98,215,172,100,80,121,245,201,262,122
sample_3251,129,239,105,370,428,107,215,172,100,80,129,239,205,264,124
sample_3252,123,239,113,368,424,107,210,172,109,86,121,233,205,264,124
sample_3253,123,236,113,361,424,101,210,176,103,84,123,242,205,264,124
sample_3254,123,239,105,364,428,104,210,172,112,82,125,236,201,264,124
sample_3255,125,239,113,372,426,101,210,168,106,82,123,233,205,261,122
sample_3256,129,239,113,370,426,98,215,176,106,78,125,239,209,261,124
sample_3257,119,236,105,370,426,104,210,164,97,86,123,233,205,266,124
sample_3258,125,242,101,366,428,98,210,172,109,84,121,242,205,266,124
sample_3259,129,242,101,368,426,98,210,159,109,80,129,233,205,272,122
sample_3260,121,233,113,361,424,98,210,176,100,78,123,239,205,262,122
sample_3261,129,239,101,366,428,101,210,164,109,82,127,245,213,270,122
sample_3262,125,233,113,370,426,101,215,172,106,80,125,239,205,261,124
sample_3263,121,236,113,361,424,98,215,176,100,78,121,233,205,261,122
sample_3264,125,239,105,372,428,101,215,164,106,82,125,239,205,262,122
sample_3265,129,236,109,364,426,104,210,168,103,86,129,236,213,261,124
sample_3266,121,239,113,362,428,101,215,172,103,80,125,242,201,262,122
sample_3267,127,242,105,364,428,98,210,164,109,80,129,242,209,272,122
sample_3268,119,242,105,362,426,110,210,168,100,84,125,236,209,270,124
sample_3269,123,236,105,362,428,101,210,168,112,84,125,236,209,261,122
sample_3270,119,236,105,361,428,98,215,172,106,82,125,236,205,264,124
sample_3271,125,236,109,372,424,101,215,164,97,80,127,239,205,262,122
sample_3272,125,242,109,362,428,104,210,168,109,82,129,245,205,262,122
sample_3273,125,245,105,368,428,104,210,172,112,82,129,236,213,272,124
sample_3274,127,242,105,370,426,110,210,159,100,82,127,236,209,272,122
sample_3275,123,233,113,362,424,98,210,172,100,80,125,245,205,264,122
sample_3276,123,236,105,364,424,104,210,168,97,84,121,236,213,262,124
sample_3277,129,239,109,370,428,101,210,172,106,78,125,236,205,264,124
sample_3278,123,239,113,361,422,98,210,172,106,86,125,233,205,266,124
sample_3279,129,239,105,364,426,104,210,168,106,86,123,236,205,264,124
sample_3280,121,236,113,361,424,98,210,172,103,82,125,233,201,264,122
sample_3281,125,239,109,372,422,104,215,164,97,80,125,239,205,261,124
sample_3282,119,236,113,361,424,101,215,172,100,82,123,233,205,264,122
sample_3283,121,233,109,361,426,98,215,176,100,78,125,236,205,264,122
sample_3284,127,236,113,366,424,107,215,172,100,86,121,239,205,264,122
sample_3285,123,233,113,366,422,107,210,176,106,84,121,236,209,262,124
sample_3286,127,236,105,364,428,98,210,164,112,82,127,245,213,272,122
sample_3287,127,239,113,372,428,104,210,164,103,80,127,239,205,264,124
sample_3288,119,236,105,366,424,107,210,164,106,84,123,242,213,264,124
sample_3289,127,242,105,370,422,104,215,168,106,80,125,239,205,262,124
sample_3290,125,245,101,364,428,107,215,164,106,82,127,242,213,262,122
sample_3291,121,239,113,370,424,101,215,172,106,80,125,239,213,261,122
sample_3292,125,242,101,368,428,107,215,164,112,84,129,245,205,268,122
sample_3293,123,242,105,364,428,104,210,172,112,84,119,242,213,262,124
sample_3294,125,236,105,364,428,98,210,168,112,80,127,236,213,272,122
sample_3295,127,233,109,368,428,104,210,172,109,82,129,242,213,262,122
sample_3296,125,242,105,364,428,104,210,176,100,86,119,239,205,264,124
sample_3297,119,236,109,368,422,101,210,172,112,86,123,233,213,270,122
sample_3298,123,239,113,372,424,98,215,172,97,80,125,239,209,261,124
sample_3299,123,236,105,361,426,101,210,172,103,82,121,242,205,261,122
sample_3300,121,233,113,361,424,101,215,176,100,78,121,236,205,266,122
sample_3301,127,236,105,366,428,104,210,164,112,82,127,245,213,266,122
sample_3302,123,236,113,361,424,104,210,176,106,78,121,242,205,264,122
sample_3303,119,236,105,361,426,107,210,164,109,86,125,239,205,264,124
sample_3304,127,245,101,366,428,104,210,168,109,80,129,239,213,262,122
sample_3305,123,236,105,366,428,107,215,172,106,86,125,233,213,266,122
sample_3306,127,233,101,366,428,104,215,164,112,82,129,245,213,272,122
sample_3307,127,242,109,362,428,107,210,172,109,82,127,233,209,272,122
sample_3308,119,233,105,364,424,107,210,176,106,84,121,236,213,261,124
sample_3309,127,233,105,366,428,104,210,172,109,82,129,233,213,272,122
sample_3310,127,245,105,372,426,107,210,164,97,82,125,242,213,270,122
sample_3311,121,236,113,372,428,101,210,159,100,80,125,239,205,261,122
sample_3312,121,239,109,372,424,104,215,172,100,78,127,233,205,261,124
sample_3313,129,239,105,372,426,101,215,168,100,80,127,242,213,264,124
sample_3314,119,236,105,364,424,104,210,172,106,82,125,236,205,264,124
sample_3315,121,236,105,361,424,98,215,176,103,80,121,245,205,262,122
sample_3316,123,236,113,361,424,98,215,172,100,78,123,233,205,264,124
sample_3317,129,242,109,364,424,101,210,164,106,82,127,242,209,270,122
sample_3318,123,245,113,361,424,98,210,172,103,82,123,239,205,261,122
sample_3319,121,236,113,361,424,98,215,172,103,80,123,236,205,262,122
sample_3320,125,236,109,364,428,104,210,164,106,84,123,239,205,262,124
sample_3321,127,242,105,366,426,104,210,164,103,82,127,236,213,264,122
sample_3322,121,233,113,361,426,98,215,176,103,80,121,239,205,262,122
sample_3323,129,239,101,364,426,107,210,164,109,82,129,245,205,266,122
sample_3324,129,236,109,366,428,107,215,164,109,80,125,242,213,272,122
sample_3325,129,239,113,372,424,98,215,159,100,78,127,239,209,262,122
sample_3326,123,233,113,361,424,104,210,172,100,78,123,236,205,262,122
sample_3327,127,239,113,370,424,101,215,168,106,78,123,239,205,261,124
sample_3328,123,233,113,361,424,98,210,172,103,84,121,239,205,262,124
sample_3329,121,239,109,368,422,101,215,168,100,78,129,239,213,262,122
sample_3330,119,236,105,364,428,110,215,159,109,82,123,239,205,266,124
sample_3331,125,239,105,372,428,107,215,172,103,78,129,239,205,262,124
sample_3332,123,233,105,364,424,98,215,176,100,82,123,233,205,262,122
sample_3333,123,239,105,362,426,98,215,176,100,82,123,236,205,261,122
sample_3334,125,233,101,368,428,104,210,164,106,82,129,245,213,272,122
sample_3335,119,239,105,364,426,101,215,159,106,80,123,239,205,264,122
sample_3336,119,233,109,361,428,98,210,172,103,78,123,245,205,264,124
sample_3337,121,239,105,366,426,98,210,172,112,86,129,233,213,261,124
sample_3338,125,245,105,370,428,107,210,164,109,80,127,242,205,272,122
sample_3339,129,245,101,368,426,98,210,164,97,82,127,239,213,272,124
sample_3340,121,245,113,361,424,98,210,172,103,78,123,242,205,262,122
sample_3341,125,242,109,364,428,101,210,164,109,82,125,239,205,272,122
sample_3342,127,242,101,364,428,107,210,164,112,82,125,242,213,272,122
sample_3343,129,245,101,364,428,107,210,168,109,80,127,233,213,272,124
sample_3344,121,233,109,361,424,98,210,176,100,84,121,245,205,264,124
sample_3345,123,239,109,372,428,104,215,164,100,80,125,242,209,261,124
sample_3346,129,239,101,364,426,104,215,172,109,84,127,245,213,270,122
sample_3347,125,239,109,370,422,101,215,159,103,80,125,239,213,264,124
sample_3348,125,245,105,372,424,107,210,164,109,82,127,242,213,264,124
sample_3349,127,239,105,372,428,101,215,164,103,80,125,239,205,261,124
sample_3350,123,245,113,361,428,101,215,176,100,82,121,242,205,264,122
sample_3351,125,236,109,361,428,107,210,176,100,86,123,239,213,264,124
sample_3352,125,242,105,364,426,98,210,164,109,82,125,239,213,272,124
sample_3353,127,236,109,372,424,101,215,164,103,78,123,236,205,261,122
sample_3354,125,239,105,372,422,101,215,172,106,82,125,239,209,262,124
sample_3355,121,233,105,364,428,98,210,168,106,86,123,239,205,268,124
sample_3356,121,236,105,362,424,107,210,164,106,86,119,236,201,266,124
sample_3357,125,242,109,364,426,101,210,168,103,84,127,242,213,272,122
sample_3358,129,239,109,370,422,101,215,164,100,80,125,239,205,261,124
sample_3359,125,245,105,370,428,110,215,164,106,80,125,245,213,270,124
sample_3360,121,239,113,364,426,107,210,172,106,86,121,236,213,266,124
sample_3361,129,239,105,372,428,98,215,164,103,82,125,245,209,261,124
sample_3362,123,233,109,362,428,104,215,176,103,84,121,236,205,264,122
sample_3363,121,236,113,361,424,98,215,172,103,78,123,245,205,266,122
sample_3364,121,239,105,372,422,104,215,168,106,78,129,239,209,261,124
sample_3365,127,233,101,364,428,107,210,159,103,80,125,245,213,272,122
sample_3366,125,239,109,364,426,104,215,164,109,82,129,245,213,262,124
sample_3367,129,242,101,372,424,104,210,164,106,80,127,236,209,272,122
sample_3368,127,245,101,372,428,107,210,164,109,80,125,242,209,262,122
sample_3369,129,239,113,372,426,101,215,172,97,78,127,236,209,262,124
sample_3370,129,239,113,370,424,98,215,172,106,80,127,245,213,261,124
sample_3371,123,239,113,364,424,104,210,159,109,86,125,236,209,264,124
sample_3372,119,236,105,362,426,107,215,159,106,84,125,236,213,261,122
sample_3373,127,245,105,372,428,107,210,164,109,80,127,242,213,270,122
sample_3374,125,236,101,372,424,98,210,159,109,82,129,236,213,272,122
sample_3375,121,239,105,372,426,104,215,172,100,80,127,239,205,261,124
sample_3376,127,242,101,368,428,107,210,164,106,82,125,239,209,270,122
sample_3377,127,239,101,370,428,107,215,159,112,82,127,245,213,268,122
sample_3378,125,242,101,370,428,107,210,168,109,84,125,233,213,266,122
sample_3379,121,239,109,361,428,104,215,176,100,78,125,236,205,262,122
sample_3380,125,239,105,370,428,101,215,172,100,82,123,239,213,261,124
sample_3381,127,239,101,364,428,104,210,164,109,80,129,242,213,272,122
sample_3382,119,233,113,364,424,104,215,176,103,78,125,239,205,264,124
sample_3383,129,242,105,364,426,101,210,172,109,80,127,233,213,268,122
sample_3384,129,239,113,370,424,107,215,172,100,78,125,239,213,261,124
sample_3385,127,236,109,370,428,101,215,159,100,78,127,233,205,262,124
sample_3386,123,239,105,372,428,101,215,159,97,82,125,239,209,261,124
